frequency,parallel,perpendicular
-922.7265759999999,395.06819559,299.92830789999994
-922.466632,369.69828989999996,324.11976999999996
-922.206688,369.69828989999996,324.11976999999996
-921.946744,375.2614794,270.4446855
-921.6868,375.2614794,270.4446855
-921.4268559999999,419.225018,287.75537822
-921.1669119999999,419.225018,287.75537822
-920.906968,411.05461030000004,303.8943907
-920.647024,411.05461030000004,303.8943907
-920.38708,411.05461030000004,303.8943907
-920.127136,407.2842886000001,302.75237979999997
-919.8671919999999,407.2842886000001,302.75237979999997
-919.6072479999999,439.247509,318.14402979999994
-919.3473039999999,439.247509,318.14402979999994
-919.08736,423.74398139999994,318.7355995
-918.827416,423.74398139999994,318.7355995
-918.567472,413.12303899999995,303.9936388999999
-918.3075279999999,413.12303899999995,303.9936388999999
-918.0475839999999,402.60422989999995,322.4517196
-917.78764,402.60422989999995,322.4517196
-917.527696,402.60422989999995,322.4517196
-917.267752,427.50050960000004,313.17663920000007
-917.007808,427.50050960000004,313.17663920000007
-916.7478639999999,402.663789,323.76821950000004
-916.4879199999999,402.663789,323.76821950000004
-916.2279759999999,375.29357139999996,300.22625038999996
-915.968032,375.29357139999996,300.22625038999996
-915.708088,392.1900883,307.48447
-915.448144,392.1900883,307.48447
-915.1881999999999,376.98877939999994,287.0980794
-914.9282559999999,376.98877939999994,287.0980794
-914.668312,376.98877939999994,287.0980794
-914.408368,446.24965929999996,300.61215008999994
-914.148424,446.24965929999996,300.61215008999994
-913.88848,408.8798103,318.7483594
-913.6285359999999,408.8798103,318.7483594
-913.3685919999999,418.5762188,311.8508184
-913.1086479999999,418.5762188,311.8508184
-912.848704,446.6726467,301.90869339999995
-912.58876,446.6726467,301.90869339999995
-912.328816,388.46647119999994,340.7667395000001
-912.0688719999999,388.46647119999994,340.7667395000001
-911.8089279999999,388.46647119999994,340.7667395000001
-911.548984,397.52715010000003,325.70399829999997
-911.28904,397.52715010000003,325.70399829999997
-911.029096,407.89554970000006,318.48326899999995
-910.769152,407.89554970000006,318.48326899999995
-910.509208,404.92550729999994,312.8078987
-910.2492639999999,404.92550729999994,312.8078987
-909.9893199999999,368.3552804,317.75111069999997
-909.729376,368.3552804,317.75111069999997
-909.469432,394.2519891,332.9245282999999
-909.209488,394.2519891,332.9245282999999
-908.949544,384.68183100000005,313.91599929999995
-908.6895999999999,384.68183100000005,313.91599929999995
-908.4296559999999,384.68183100000005,313.91599929999995
-908.169712,437.51170840000003,308.7427706000001
-907.909768,437.51170840000003,308.7427706000001
-907.649824,404.8751023,285.0464971099999
-907.38988,404.8751023,285.0464971099999
-907.1299359999999,403.57143009999993,320.4904013
-906.8699919999999,403.57143009999993,320.4904013
-906.610048,417.0679675,324.41518089999994
-906.350104,417.0679675,324.41518089999994
-906.09016,402.0976609999999,297.94002969999997
-905.830216,402.0976609999999,297.94002969999997
-905.5702719999999,402.0976609999999,297.94002969999997
-905.3103279999999,401.12769130000004,317.4650797
-905.0503839999999,401.12769130000004,317.4650797
-904.79044,407.1146914,288.88326090000004
-904.530496,407.1146914,288.88326090000004
-904.270552,409.7205596,326.11468030000003
-904.0106079999999,409.7205596,326.11468030000003
-903.7506639999999,414.88385989999995,304.7061005999999
-903.49072,414.88385989999995,304.7061005999999
-903.230776,393.1135694999999,347.1643587
-902.970832,393.1135694999999,347.1643587
-902.710888,393.1135694999999,347.1643587
-902.4509439999999,405.7432475,323.2223403
-902.1909999999999,405.7432475,323.2223403
-901.9310559999999,400.1067097,288.21392241
-901.671112,400.1067097,288.21392241
-901.411168,412.8699895,320.0054327
-901.151224,412.8699895,320.0054327
-900.8912799999999,397.9481899,325.26370369999995
-900.6313359999999,397.9481899,325.26370369999995
-900.371392,407.86292130000004,299.98848920999995
-900.111448,407.86292130000004,299.98848920999995
-899.851504,407.86292130000004,299.98848920999995
-899.59156,393.29272109999994,311.9132817
-899.3316159999999,393.29272109999994,311.9132817
-899.0716719999999,388.7228401,296.50484090000003
-898.8117279999999,388.7228401,296.50484090000003
-898.551784,404.6859588,288.4296221000001
-898.29184,404.6859588,288.4296221000001
-898.031896,380.64907839999995,313.5545624
-897.7719519999999,380.64907839999995,313.5545624
-897.5120079999999,414.87922949999995,341.212789
-897.252064,414.87922949999995,341.212789
-896.99212,395.37566860000004,295.93760110000005
-896.732176,395.37566860000004,295.93760110000005
-896.472232,395.37566860000004,295.93760110000005
-896.212288,371.6053894,347.46232990000004
-895.9523439999999,371.6053894,347.46232990000004
-895.6923999999999,415.70204060000003,320.72047109
-895.432456,415.70204060000003,320.72047109
-895.172512,376.1984107,337.6291602
-894.912568,376.1984107,337.6291602
-894.652624,430.69496929999997,303.90335039999997
-894.3926799999999,430.69496929999997,303.90335039999997
-894.1327359999999,402.79133170000006,321.56160059999996
-893.872792,402.79133170000006,321.56160059999996
-893.612848,402.79133170000006,321.56160059999996
-893.352904,378.8883805,339.3532605000001
-893.09296,378.8883805,339.3532605000001
-892.8330159999999,435.11791959999994,328.8782215
-892.5730719999999,435.11791959999994,328.8782215
-892.313128,438.54775020000005,310.98116209
-892.053184,438.54775020000005,310.98116209
-891.79324,406.9109508000001,332.19439000000006
-891.533296,406.9109508000001,332.19439000000006
-891.2733519999999,413.40758940000006,322.59240879999993
-891.0134079999999,413.40758940000006,322.59240879999993
-890.7534639999999,406.57073210000004,289.77740181999997
-890.49352,406.57073210000004,289.77740181999997
-890.233576,406.57073210000004,289.77740181999997
-889.973632,395.7338402000001,352.2354914
-889.7136879999999,395.7338402000001,352.2354914
-889.4537439999999,398.63054040000003,339.09853059999995
-889.1938,398.63054040000003,339.09853059999995
-888.933856,449.26003139999995,344.3727504
-888.673912,449.26003139999995,344.3727504
-888.413968,416.95687060000006,348.27666049999993
-888.1540239999999,416.95687060000006,348.27666049999993
-887.8940799999999,398.91999130000005,319.6682703000001
-887.6341359999999,398.91999130000005,319.6682703000001
-887.374192,398.91999130000005,319.6682703000001
-887.114248,417.68752879999994,346.25978910000003
-886.854304,417.68752879999994,346.25978910000003
-886.5943599999999,398.8721689,329.2652889
-886.3344159999999,398.8721689,329.2652889
-886.074472,426.80963840000004,334.78056029999993
-885.814528,426.80963840000004,334.78056029999993
-885.554584,442.90623629999993,317.90092910000004
-885.29464,442.90623629999993,317.90092910000004
-885.0346959999999,427.1360392,319.3045113
-884.7747519999999,427.1360392,319.3045113
-884.5148079999999,427.1360392,319.3045113
-884.254864,423.6324896,357.0839401
-883.99492,423.6324896,357.0839401
-883.734976,395.59583940000005,326.76132799999993
-883.4750319999999,395.59583940000005,326.76132799999993
-883.2150879999999,450.8923898,350.6670613
-882.955144,450.8923898,350.6670613
-882.6952,466.588741,318.2285515
-882.435256,466.588741,318.2285515
-882.175312,413.08523891000004,311.63120079999993
-881.915368,413.08523891000004,311.63120079999993
-881.6554239999999,415.0325182,369.2414001
-881.3954799999999,415.0325182,369.2414001
-881.135536,415.0325182,369.2414001
-880.875592,436.4786605,337.43302919999996
-880.615648,436.4786605,337.43302919999996
-880.355704,462.4417197000001,343.2246492
-880.0957599999999,462.4417197000001,343.2246492
-879.8358159999999,415.60486039999995,321.2599194
-879.575872,415.60486039999995,321.2599194
-879.315928,414.9011789,303.0975586899999
-879.055984,414.9011789,303.0975586899999
-878.79604,449.66432979999996,356.06592159999997
-878.5360959999999,449.66432979999996,356.06592159999997
-878.2761519999999,449.66432979999996,356.06592159999997
-878.016208,414.9612199,342.25730059999995
-877.756264,414.9612199,342.25730059999995
-877.49632,439.1908281000001,363.11528279999993
-877.236376,439.1908281000001,363.11528279999993
-876.9764319999999,433.8207579,353.57347020000003
-876.7164879999999,433.8207579,353.57347020000003
-876.4565439999999,486.18406910000004,350.0319021100001
-876.1966,486.18406910000004,350.0319021100001
-875.936656,487.61377890000006,346.22326060000006
-875.676712,487.61377890000006,346.22326060000006
-875.4167679999999,405.5770399,351.4814807
-875.1568239999999,405.5770399,351.4814807
-874.89688,405.5770399,351.4814807
-874.636936,402.20702980000004,366.07289
-874.376992,402.20702980000004,366.07289
-874.117048,446.7033007,317.4643007000001
-873.8571039999999,446.7033007,317.4643007000001
-873.5971599999999,469.4667389,340.45597429
-873.3372159999999,469.4667389,340.45597429
-873.077272,465.82980890000005,339.71414
-872.817328,465.82980890000005,339.71414
-872.557384,433.65968210000005,349.772308
-872.2974399999999,433.65968210000005,349.772308
-872.0374959999999,433.65968210000005,349.772308
-871.777552,434.1560201,377.6971516
-871.517608,434.1560201,377.6971516
-871.257664,437.9861112,379.88843959999997
-870.99772,437.9861112,379.88843959999997
-870.7377759999999,478.08288790000006,370.7379498000001
-870.4778319999999,478.08288790000006,370.7379498000001
-870.2178879999999,497.9126515,350.2080197
-869.957944,497.9126515,350.2080197
-869.698,502.3048278,385.39654979999995
-869.438056,502.3048278,385.39654979999995
-869.1781119999999,490.9056984,405.72104970000004
-868.9181679999999,490.9056984,405.72104970000004
-868.658224,490.9056984,405.72104970000004
-868.3982799999999,497.00189709999995,365.77930879999997
-868.138336,497.00189709999995,365.77930879999997
-867.878392,519.4983894999999,381.0377796
-867.618448,519.4983894999999,381.0377796
-867.3585039999999,528.5284647999999,363.1750805
-867.0985599999999,528.5284647999999,363.1750805
-866.838616,509.42479829999996,365.0206502
-866.578672,509.42479829999996,365.0206502
-866.318728,502.18815169,364.94552939999994
-866.058784,502.18815169,364.94552939999994
-865.7988399999999,502.18815169,364.94552939999994
-865.538896,516.0179918,386.6037199
-865.2789519999999,516.0179918,386.6037199
-865.019008,529.1812936,412.3953387000001
-864.759064,529.1812936,412.3953387000001
-864.49912,512.4780407000001,378.8529204
-864.2391759999999,512.4780407000001,378.8529204
-863.9792319999999,523.6410215000001,386.7780985
-863.719288,523.6410215000001,386.7780985
-863.459344,531.7378514,402.5695807
-863.1994,531.7378514,402.5695807
-862.939456,509.03407240000007,367.5611517
-862.6795119999999,509.03407240000007,367.5611517
-862.4195679999999,509.03407240000007,367.5611517
-862.1596239999999,517.930817,406.2860503
-861.89968,517.930817,406.2860503
-861.639736,522.0272604,376.21074910000004
-861.379792,522.0272604,376.21074910000004
-861.1198479999999,535.4571388999999,382.00227090000004
-860.8599039999999,535.4571388999999,382.00227090000004
-860.59996,507.9532622,393.6606326
-860.340016,507.9532622,393.6606326
-860.080072,525.6501486000001,410.7852374
-859.820128,525.6501486000001,410.7852374
-859.5601839999999,581.880038,394.17672199000003
-859.3002399999999,581.880038,394.17672199000003
-859.0402959999999,581.880038,394.17672199000003
-858.780352,519.9272388,401.16824089999994
-858.520408,519.9272388,401.16824089999994
-858.260464,547.2731627000001,379.35991
-858.0005199999999,547.2731627000001,379.35991
-857.7405759999999,573.2361596000001,407.5512575000001
-857.480632,573.2361596000001,407.5512575000001
-857.220688,534.9330496,372.5426502000001
-856.960744,534.9330496,372.5426502000001
-856.7008,482.09586060000004,405.9344808999999
-856.4408559999999,482.09586060000004,405.9344808999999
-856.1809119999999,482.09586060000004,405.9344808999999
-855.9209679999999,519.9257445,390.52583979999997
-855.661024,519.9257445,390.52583979999997
-855.40108,500.5556011,431.38397030000004
-855.141136,500.5556011,431.38397030000004
-854.8811919999999,591.1854103000001,402.37543900000003
-854.6212479999999,591.1854103000001,402.37543900000003
-854.361304,508.8818196,367.0717686
-854.1013599999999,508.8818196,367.0717686
-853.841416,550.9786290999999,397.5585799
-853.581472,550.9786290999999,397.5585799
-853.321528,521.3418103,419.21690780000006
-853.0615839999999,521.3418103,419.21690780000006
-852.8016399999999,521.3418103,419.21690780000006
-852.541696,520.6382898999999,413.4081005
-852.281752,520.6382898999999,413.4081005
-852.021808,551.5347619000001,407.5998809
-851.761864,551.5347619000001,407.5998809
-851.5019199999999,581.0979989999998,387.3910510000001
-851.241976,581.0979989999998,387.3910510000001
-850.9820319999999,567.8610856,392.11612059999993
-850.722088,567.8610856,392.11612059999993
-850.462144,500.8911488,399.5073801
-850.2022,500.8911488,399.5073801
-849.9422559999999,534.4543397000001,373.032481
-849.6823119999999,534.4543397000001,373.032481
-849.422368,534.4543397000001,373.032481
-849.162424,557.4841893,409.89034259999994
-848.90248,557.4841893,409.89034259999994
-848.642536,546.7809528,405.4152318000001
-848.3825919999999,546.7809528,405.4152318000001
-848.1226479999999,546.343812,411.47363069999994
-847.8627039999999,546.343812,411.47363069999994
-847.60276,557.5068516,415.79831920000004
-847.342816,557.5068516,415.79831920000004
-847.082872,545.6036091000001,374.60052909999996
-846.8229279999999,545.6036091000001,374.60052909999996
-846.5629839999999,545.6036091000001,374.60052909999996
-846.30304,522.2333814,416.7146472
-846.043096,522.2333814,416.7146472
-845.783152,507.1299216,427.0395022
-845.523208,507.1299216,427.0395022
-845.2632639999999,555.3597471999999,384.96455009999994
-845.0033199999999,555.3597471999999,384.96455009999994
-844.7433759999999,477.9897594,388.6223108
-844.483432,477.9897594,388.6223108
-844.223488,488.21248929999996,421.21429
-843.963544,488.21248929999996,421.21429
-843.7035999999999,518.18274921,405.80551060000005
-843.4436559999999,518.18274921,405.80551060000005
-843.183712,518.18274921,405.80551060000005
-842.923768,506.81257860000005,416.66371010000006
-842.663824,506.81257860000005,416.66371010000006
-842.40388,558.9094296999999,397.78691000000003
-842.1439359999999,558.9094296999999,397.78691000000003
-841.8839919999999,532.7389469000001,404.9134500999999
-841.6240479999999,532.7389469000001,404.9134500999999
-841.364104,509.10222009999995,411.5048178999999
-841.10416,509.10222009999995,411.5048178999999
-840.844216,496.6656295000001,393.69636089999995
-840.5842719999999,496.6656295000001,393.69636089999995
-840.3243279999999,492.0951606,418.42122809999995
-840.064384,492.0951606,418.42122809999995
-839.8044399999999,492.0951606,418.42122809999995
-839.544496,512.4584255000001,408.21289019999995
-839.284552,512.4584255000001,408.21289019999995
-839.024608,522.0216912,397.2044104000001
-838.7646639999999,522.0216912,397.2044104000001
-838.5047199999999,471.5848383,391.26250959999993
-838.244776,471.5848383,391.26250959999993
-837.984832,500.0814207,415.8540295
-837.724888,500.0814207,415.8540295
-837.464944,534.4445397000001,392.8455701
-837.2049999999999,534.4445397000001,392.8455701
-836.945056,535.7411433999999,349.97010880000005
-836.6851119999999,535.7411433999999,349.97010880000005
-836.425168,535.7411433999999,349.97010880000005
-836.165224,495.9708693,392.29508039999996
-835.90528,495.9708693,392.29508039999996
-835.6453359999999,524.600949,364.3534323
-835.3853919999999,524.600949,364.3534323
-835.125448,528.1639197000001,384.0744392
-834.865504,528.1639197000001,384.0744392
-834.60556,490.8329808,375.2697892000001
-834.345616,490.8329808,375.2697892000001
-834.0856719999999,501.69032009999995,354.66116039999997
-833.8257279999999,501.69032009999995,354.66116039999997
-833.5657839999999,501.69032009999995,354.66116039999997
-833.30584,521.5203720999999,372.31943279999996
-833.045896,521.5203720999999,372.31943279999996
-832.785952,526.283541,370.91111
-832.5260079999999,526.283541,370.91111
-832.2660639999999,471.31321699999995,388.3026086
-832.00612,471.31321699999995,388.3026086
-831.746176,496.7431786,402.89387949999997
-831.486232,496.7431786,402.89387949999997
-831.226288,460.03986208000003,380.41872879999994
-830.9663439999999,460.03986208000003,380.41872879999994
-830.7063999999999,499.60308039999995,395.2767009000001
-830.4464559999999,499.60308039999995,395.2767009000001
-830.186512,499.60308039999995,395.2767009000001
-829.926568,524.0997848000001,378.6682992000001
-829.666624,524.0997848000001,378.6682992000001
