frequency,intensity_parallel,intensity_perpendicular,intensity_unpolarized,intensity_isotropic
554.1081776229832,1.1466133529640187e-05,4.801886702142091e-06,1.6268020231782277e-05,0.0007703730992225148
554.3506757313521,1.1389733968603652e-05,4.76326244343774e-06,1.615299641204139e-05,0.0007650335486205613
554.593173839721,1.1320920692398279e-05,4.728910145199818e-06,1.6049830837598097e-05,0.0007602601419861539
554.83567194809,1.1262276121032675e-05,4.699361666376882e-06,1.5961637787409557e-05,0.0007561997747768312
555.0781700564589,1.1215572015844945e-05,4.674962229751714e-06,1.589053424559666e-05,0.0007529476425434729
555.3206681648278,1.118067311388504e-05,4.655476521587741e-06,1.5836149635472784e-05,0.0007504780504913264
555.5631662731967,1.1155721892584385e-05,4.640173221563496e-06,1.579589511414788e-05,0.0007486597858692703
555.8056643815656,1.1136802231869528e-05,4.62758187709206e-06,1.576438410896159e-05,0.0007472298645363147
556.0481624899345,1.1118946095882504e-05,4.615854478523723e-06,1.573480057440623e-05,0.0007458577807285757
556.2906605983036,1.1097285386215518e-05,4.603116053786883e-06,1.57004014400024e-05,0.0007442170983228195
556.5331587066725,1.1068335082231095e-05,4.588007214303932e-06,1.5656342296535026e-05,0.0007420702860300185
556.7756568150413,1.1030488180936635e-05,4.569914024745746e-06,1.560040220568238e-05,0.0007393031289914642
557.0181549234102,1.098414878273165e-05,4.549084312011402e-06,1.5533233094743053e-05,0.0007359392283452724
557.260653031779,1.0930307241072223e-05,4.526141374828529e-06,1.545644861590075e-05,0.0007320515917000989
557.5031511401481,1.0869538199218055e-05,4.501719582061997e-06,1.5371257781280052e-05,0.0007277010189291439
557.745649248517,1.0800964460205501e-05,4.475765750254975e-06,1.5276730210460475e-05,0.000722860606162951
557.9881473568859,1.0722627268051703e-05,4.447673802222883e-06,1.5170301070274585e-05,0.0007174361991970751
558.2306454652547,1.0632493243098784e-05,4.4165070750303275e-06,1.5049000318129111e-05,0.0007113205271220239
558.4731435736237,1.0529806945704114e-05,4.381626751787454e-06,1.4911433697491569e-05,0.0007044767503620661
558.7156416819927,1.0415967858976418e-05,4.343014234015783e-06,1.4758982092992201e-05,0.0006969902019689349
558.9581397903617,1.0294329523846635e-05,4.301361007031744e-06,1.459569053087838e-05,0.0006890592604548615
559.2006378987305,1.0169536772455455e-05,4.257767400394103e-06,1.4427304172849559e-05,0.0006809553838368432
559.4431360070994,1.0046248637762716e-05,4.213407152286029e-06,1.4259655790048745e-05,0.000672948805711966
559.6856341154684,9.927882243898718e-06,4.169098166692994e-06,1.4096980410591712e-05,0.0006652312963635095
559.9281322238372,9.81557148608656e-06,4.125321611462672e-06,1.3940893097549232e-05,0.0006578594554025118
560.1706303322062,9.707251142527204e-06,4.0821360349447385e-06,1.3789387177471942e-05,0.0006507004572449828
560.4131284405751,9.598383358321489e-06,4.039437550416386e-06,1.3637820908737876e-05,0.0006434783512125023
560.6556265489439,9.483227531466288e-06,3.997088416380318e-06,1.3480315947846607e-05,0.0006358480464446289
560.8981246573129,9.357719187307678e-06,3.955425944471258e-06,1.3313145131778936e-05,0.000627567009101874
561.1406227656819,9.221983710412834e-06,3.9155790272257695e-06,1.3137562737638604e-05,0.0006186401657018903
561.3831208740509,9.081635251025419e-06,3.879586759305931e-06,1.296122201033135e-05,0.0006093892801987525
561.6256189824197,8.947346103675902e-06,3.850136362976297e-06,1.2797482466652199e-05,0.0006004169480819836
561.8681170907886,8.8326840271807e-06,3.830057481043393e-06,1.2662741508224094e-05,0.0005924725157939073
562.1106151991576,8.750809080392528e-06,3.8214097356144595e-06,1.2572218816006988e-05,0.000586254538493619
562.3531133075264,8.711808099611194e-06,3.8250599748396586e-06,1.2536868074450853e-05,0.0005822701736062625
562.5956114158954,8.720744819877662e-06,3.840505421446677e-06,1.256125024132434e-05,0.0005807443379451441
562.8381095242643,8.777505214679812e-06,3.866020227526472e-06,1.2643525442206283e-05,0.0005816294885027014
563.0806076326331,8.877745476123712e-06,3.899151399612829e-06,1.2776896875736541e-05,0.0005846740528151458
563.3231057410021,9.014787887122061e-06,3.937139842615846e-06,1.2951927729737906e-05,0.0005895289339743579
563.565603849371,9.180576845521431e-06,3.977202068903252e-06,1.3157778914424684e-05,0.0005957957593755527
563.8081019577401,9.366778087819673e-06,4.016902483478471e-06,1.3383680571298143e-05,0.0006030865493527737
564.0506000661089,9.56515277893874e-06,4.054374195521866e-06,1.3619526974460606e-05,0.0006110358590696089
564.2930981744778,9.768195202809866e-06,4.08849416227431e-06,1.3856689365084176e-05,0.0006193202093690296
564.5355962828468,9.969918828926946e-06,4.119069004052023e-06,1.4088987832978968e-05,0.0006276842501005059
564.7780943912156,1.0165741180119105e-05,4.146550552412326e-06,1.431229173253143e-05,0.0006359194666822335
