,temperature,col,x0,Gamma,y0,zeta,temperature_exp
0,100.78854960363864,80.0K,144.11065588804428,0.6357716485230792,301.793729834682,0.8618177360521218,80.0
1,108.61833767794788,90.0K,144.2314120235217,0.6854610208648473,301.9429793655564,0.9063470405052675,90.0
2,116.44812575225711,100.0K,144.29450383948807,0.6819093210568699,309.08606321938873,0.8648561349382476,100.0
3,124.27791382656635,110.0K,144.27227417783612,0.6829144485583621,322.321424837801,0.8651176632074294,110.0
4,132.10770190087558,120.0K,144.2852872910978,0.702434372159695,332.88590098552066,0.880035264274263,120.0
5,139.9374899751848,130.0K,144.292592578,0.7080669522083104,339.83113248596885,0.8598664058719533,130.0
6,147.76727804949405,140.0K,144.2835219605106,0.7093828675611328,337.3709401807379,0.9322582639804362,140.0
7,155.5970661238033,150.0K,144.3096256591184,0.6941785771523995,352.2513800273666,0.8717898242625279,150.0
8,163.42685419811252,160.0K,144.2999006519413,0.7133257998759245,353.45710332166345,0.9191265588244284,160.0
9,171.25664227242177,170.0K,144.28214487961046,0.702229671208903,376.0158288666301,0.8311017845717077,170.0
10,179.086430346731,180.0K,144.27610496613715,0.7214404382528831,374.94525286122195,0.879423187443978,180.0
11,186.91621842104024,190.0K,144.19610060761346,0.70231786369899,395.4948692405239,0.8531062515712744,190.0
12,194.74600649534946,200.0K,144.20364420092938,0.6882761743165373,393.07660865835766,0.8117819043967142,200.0
13,202.5757945696587,210.0K,144.1992077280578,0.7095786551476899,407.55430332234647,0.8772298675851883,210.0
14,210.40558264396793,220.0K,144.1920629781968,0.7023769572561233,426.7923237396684,0.8458459163059994,220.0
15,218.23537071827718,230.0K,144.1524782506274,0.6942113689737338,432.36171846470063,0.8073279952868265,230.0
16,226.0651587925864,240.0K,144.15537291831583,0.7043360274056011,445.6634418056058,0.8172553659801397,240.0
17,233.89494686689565,250.0K,144.11660036100736,0.6892365671258116,469.15577500048954,0.7746979886344229,250.0
18,241.72473494120487,260.0K,144.11365769962507,0.6949884378623683,480.90545063613064,0.7780693219424967,260.0
19,249.55452301551412,270.0K,144.10641570156852,0.7128238515284149,487.2430380803644,0.8364325960829292,270.0
20,257.3843110898233,280.0K,144.07622807903658,0.7131917050876854,503.42965828509233,0.7538927444558859,280.0
21,265.21409916413256,290.0K,144.0395546892773,0.7148369556920121,510.65931115221855,0.7626601060178586,290.0
22,273.0438872384418,300.0K,144.01559517627527,0.7445685944771259,509.4031181919777,0.8072131637959004,300.0
23,280.87367531275106,310.0K,143.9989261686965,0.7591222575021105,518.0579544687654,0.8219484079337518,310.0
24,288.7034633870603,320.0K,143.96588826846616,0.7781443389818841,503.955794319482,0.8129537804524049,320.0
25,296.53325146136956,330.0K,143.9455441030215,0.773508014780876,517.9627053502392,0.7781991083756434,330.0
26,304.3630395356788,340.0K,143.89715880077793,0.7744705430282856,521.4916110699253,0.725638402780838,340.0
27,312.19282760998794,350.0K,143.8997865612674,0.7766607024695323,508.68294460179436,0.7585070599550513,350.0
28,320.0226156842972,360.0K,143.87275975573337,0.7689011555915343,535.466855016721,0.6761243411403983,360.0
29,327.85240375860644,370.0K,143.8392047645247,0.7718817698173359,509.30968415019214,0.7058052092369197,370.0
30,335.6821918329157,380.0K,143.8147438085277,0.7706421067706696,489.03066615497755,0.8852490253246436,380.0
31,343.51197990722494,390.0K,143.76730387559226,0.7599658600054591,559.9804093220932,0.5459958574185126,390.0
32,351.3417679815342,400.0K,143.74443397192843,0.7609023000917038,693.8420692298146,0.20056538442968758,400.0
