temperature,mode,peak_mid,peak_fwhm
0.0,0,3.9934495643107097,0.0006445088955693878
0.0,1,14.847544224201414,0.125846533254473
0.0,2,15.614694089579716,0.08576435422060392
0.0,3,15.92049678948943,0.04055872165889242
0.0,4,15.92049678948943,0.04055872165889242
50.0,0,3.9933532533638574,0.0007051410358507599
50.0,1,14.847915931681872,0.12700629909295244
50.0,2,15.615150121729593,0.08627256408971039
50.0,3,15.920769760339063,0.04089572043780209
50.0,4,15.920769760339063,0.04089572043780209
100.0,0,3.992542031113091,0.0012214040725171545
100.0,1,14.850397241802932,0.14114839125535025
100.0,2,15.621023137968029,0.09334451404292377
100.0,3,15.92509149093504,0.0445260468146986
100.0,4,15.92509149093504,0.0445260468146986
150.0,0,3.991130086034848,0.001953282550444837
150.0,1,14.851672428393243,0.16944685710080665
150.0,2,15.630641612969205,0.10819792224148304
150.0,3,15.932682473535362,0.05174107035788582
150.0,4,15.932682473535362,0.05174107035788582
200.0,0,3.989440513962227,0.002751172180517403
200.0,1,14.848650638904006,0.2041818490323164
200.0,2,15.640303077688106,0.127558398657952
200.0,3,15.939566250448529,0.06094453925407946
200.0,4,15.939566250448529,0.06094453925407946
250.0,0,3.987621504271947,0.003576134684746725
250.0,1,14.84066035644534,0.24010488646050263
250.0,2,15.647364969059431,0.14919410224962218
250.0,3,15.943998517279477,0.07113987438894602
250.0,4,15.943998517279477,0.07113987438894602
300.0,0,3.9857334300971177,0.004408180302200536
300.0,1,14.828776159374678,0.2745275793852395
300.0,2,15.652069975892141,0.17224929006247341
300.0,3,15.946016003422207,0.08194357855235383
300.0,4,15.946016003422207,0.08194357855235383
350.0,0,3.9838037067609897,0.005238062921912641
350.0,1,14.81435247566719,0.30631888528062856
350.0,2,15.655586656924417,0.1959912356229855
350.0,3,15.946007241890158,0.09307806128281654
350.0,4,15.946007241890158,0.09307806128281654
400.0,0,3.9818465641828946,0.0060626310861226235
400.0,1,14.79858250244105,0.3354661786702793
400.0,2,15.655586656924417,0.22031995350434933
400.0,3,15.944447645011513,0.10444367356486813
400.0,4,15.944447645011513,0.10444367356486813
