frequency,frequency_cm,dos,dos_weighted,dos_convoluted,dos_weighted_convoluted,2w_dos_weighted
-22.84600541248,-762.0607124305976,0.0,0.0,0.05788269906000858,0.00213273096365966,0.018281199384708638
-22.81289525971,-760.956276615538,0.0,0.0,0.05647006163259654,0.0020940947036945786,0.01795448298020286
-22.77978510693,-759.8518408001446,0.0,0.0,0.05508596874220691,0.0020559469144528593,0.01764752648236151
-22.74667495416,-758.7474049850848,0.0,0.0,0.05373584438389348,0.002018506596917223,0.0173562320472225
-22.71356480139,-757.642969170025,0.0,0.0,0.052424205092732996,0.0019819639540601583,0.017072543239050015
-22.68045464862,-756.5385333549652,0.0,0.0,0.051148871669766616,0.0019462578438105929,0.016788888964471612
-22.64734449585,-755.4340975399055,0.0,0.0,0.04990071017901934,0.0019110573762834372,0.01650419492907007
-22.61423434308,-754.3296617248458,0.0,0.0,0.04867071799525026,0.0018760278137152924,0.01622023062637654
-22.5811241903,-753.2252259094524,0.0,0.0,0.04745754502466918,0.001841124163785113,0.015943592562152175
-22.54801403753,-752.1207900943926,0.0,0.0,0.0462669318112753,0.0018065787352558272,0.015681098843930864
-22.51490388476,-751.0163542793329,0.0,0.0,0.04510388299799384,0.0017726007060063721,0.01543511436717144
-22.48179373199,-749.9119184642731,0.0,0.0,0.04396684730409223,0.001739143634238572,0.015206359926071344
-22.44868357922,-748.8074826492133,0.0,0.0,0.042848835752823444,0.0017059418520334847,0.014993407678745832
-22.41557342645,-747.7030468341536,0.0,0.0,0.0417424993867038,0.0016727080753761983,0.014794061772507477
-22.382463273669998,-746.5986110187603,0.0,0.0,0.04064654995080255,0.0016393935477279796,0.01460532863186499
-22.3493531209,-745.4941752037005,0.0,0.0,0.03956700327034653,0.0016062468538942918,0.014423727589551728
-22.31624296813,-744.3897393886407,0.0,0.0,0.03850639299018913,0.0015733795683475376,0.01424479373121096
-22.28313281536,-743.2853035735809,0.0,0.0,0.037459112360575815,0.0015405686508873568,0.014064343853431216
-22.25002266259,-742.1808677585211,0.0,0.0,0.0364226415877421,0.0015077140707912661,0.013880591673679209
-22.21691250982,-741.0764319434614,0.0,0.0,0.035396007658199224,0.0014747782557094605,0.01369316151435549
-22.18380235704,-739.9719961280682,0.0,0.0,0.034383815242491095,0.0014419588294100221,0.01350499362182586
-22.15069220427,-738.8675603130084,0.0,0.0,0.033398453100991786,0.0014097900854802231,0.013319964149785531
-22.1175820515,-737.7631244979486,0.0,0.0,0.03244762649752948,0.0013786199049643,0.013142142783125251
-22.08447189873,-736.6586886828889,0.0,0.0,0.03156996374030733,0.0013501406924795953,0.012975069924787372
-22.05136174596,-735.5542528678291,0.0,0.0,0.030782485390255653,0.0013251501824849208,0.012819732453467902
-22.018251593179997,-734.4498170524356,0.0,0.0,0.030621204207906705,0.0013272067596996346,0.012675997268587444
-21.985141440409997,-733.3453812373759,0.0,0.0,0.03264442203836776,0.001425551167907964,0.012541801403034646
-21.952031287639997,-732.2409454223161,0.0,0.0,0.036711235689611786,0.0016158668962075312,0.012414428088601699
-21.918921134869997,-731.1365096072564,0.0,0.0,0.04281567064228145,0.0018997305998096866,0.012290629335058048
-21.885810982099997,-730.0320737921966,0.0,0.0,0.051141740951868936,0.002287266040867751,0.01216713258657096
-21.852700829329997,-728.9276379771368,0.0,0.0,0.06151824207046351,0.002772766682771122,0.012041289259688002
-21.81959067655,-727.8232021617436,0.0,0.0,0.07568389822054579,0.003437461218279027,0.011911071815946639
-21.78648052378,-726.7187663466839,0.0,0.0,0.09485098365365838,0.0043405161962812785,0.011776458067251968
-21.75337037101,-725.6143305316241,0.0,0.0,0.11790652740652233,0.005435196242022001,0.011638419048124569
-21.72026021824,-724.5098947165643,0.0,0.0,0.1457610294553075,0.006767650157411742,0.011499865233834356
-21.68715006547,-723.4054589015045,0.0,0.0,0.17950637000326575,0.008393747403705824,0.011364200795317716
-21.6540399127,-722.3010230864447,0.0,0.0,0.22215608447065385,0.0104616663062691,0.011234662055052955
-21.62092975992,-721.1965872710514,0.0,0.0,0.2769546447921231,0.013134324823045765,0.011113988514269797
-21.58781960715,-720.0921514559917,0.0,0.0,0.3371205502641684,0.016099093628202995,0.011002914482062599
-21.55470945438,-718.9877156409319,0.0,0.0,0.416406147505371,0.020025181742110713,0.010901100716678899
-21.52159930161,-717.8832798258721,0.0,0.0,0.5417146221660224,0.026237486760284527,0.010805908490994534
-21.48848914884,-716.7788440108123,0.0,0.0,0.6579600822636635,0.03208819053148641,0.010714106370546138
-21.45537899606,-715.674408195419,0.0,0.0,0.7290908294510262,0.035795171123321874,0.010622593544234109
-21.42226884329,-714.5699723803592,0.0,0.0,0.8463385421002805,0.04183649359304849,0.01052858442852915
-21.38915869052,-713.4655365652995,0.0,0.0,0.9774281435750691,0.04864644758332582,0.010430598457367971
-21.35604853775,-712.3611007502398,0.0,0.0,1.0226389101626803,0.05122693526375284,0.010327857914308618
-21.32293838498,-711.25666493518,0.0,0.0,1.0564206744692728,0.053258947950915556,0.010221152746658945
-21.28982823221,-710.1522291201202,0.0,0.0,1.089594088944383,0.0552850363067664,0.010111880582849455
-21.25671807943,-709.047793304727,0.0,0.0,1.1292760535770847,0.05767191961525036,0.010002228345108187
-21.22360792666,-707.9433574896672,0.0,0.0,1.1615523262198606,0.05970490141607771,0.009894595521864497
-21.19049777389,-706.8389216746075,0.0,0.0,1.1795779974421097,0.06102321784241838,0.009791306871681142
-21.15738762112,-705.7344858595477,0.0,0.0,1.1758422966887823,0.06122161499273755,0.009694408586374034
-21.12427746835,-704.6300500444879,0.0,0.0,1.1607852668485925,0.060823781960426294,0.00960477504610726
-21.09116731558,-703.5256142294281,0.0,0.0,1.1337020729997673,0.05978105120070286,0.009522567628400315
-21.0580571628,-702.4211784140348,0.0,0.0,1.092509444529922,0.05796782982912561,0.00944623413408066
-21.02494701003,-701.316742598975,0.0,0.0,1.05070544488911,0.05609524266752357,0.009373512477240607
-20.991836857259997,-700.2123067839151,0.0,0.0,1.0155072547772395,0.054555004560896334,0.009301130871273771
-20.958726704489997,-699.1078709688554,0.0,0.0,0.9814937233527623,0.05305790775574385,0.00922578301077828
-20.925616551719997,-698.0034351537956,0.0,0.0,0.9484548460076999,0.05159215722728162,0.009145246602953915
-20.892506398949998,-696.8989993387358,0.0,0.0,0.9160030405159619,0.050137394862851355,0.009058129349263082
-20.85939624617,-695.7945635233426,0.0,0.0,0.8797974665389078,0.048455023423457054,0.008965390999426967
-20.8262860934,-694.6901277082828,0.0,0.0,0.8424565957781599,0.04668676605189511,0.008868922305057725
-20.79317594063,-693.5856918932232,0.0,0.0,0.8089269550333138,0.04510773342613833,0.008771887364070223
-20.76006578786,-692.4812560781634,0.0,0.0,0.7755611761487676,0.043516730989238785,0.008677617408708385
-20.72695563509,-691.3768202631036,0.0,0.0,0.7425139130355832,0.041922671751045616,0.00858862807585056
-20.69384548231,-690.2723844477102,0.0,0.0,0.7105986519935136,0.04037190122315249,0.00850674907300039
-20.66073532954,-689.1679486326505,0.0,0.0,0.6806365274517907,0.038912323534919704,0.008431747036852325
-20.62762517677,-688.0635128175907,0.0,0.0,0.6526124979835939,0.0375447923011499,0.008362524784598414
-20.594515024,-686.959077002531,0.0,0.0,0.6251727199609239,0.0361926032571445,0.008296646010100417
-20.56140487123,-685.8546411874712,0.0,0.0,0.596230916593922,0.03473481394531394,0.008231357144275862
-20.52829471846,-684.7502053724114,0.0,0.0,0.5660935757524482,0.03318742293042354,0.008164143733445475
-20.49518456568,-683.6457695570181,0.0,0.0,0.5372815449784613,0.03169735605114217,0.008092810891741494
-20.46207441291,-682.5413337419583,0.0,0.0,0.5083457452011553,0.03018009777827214,0.008016344031291433
-20.42896426014,-681.4368979268985,0.0,0.0,0.4783995542279117,0.028583231863185857,0.007934368812796655
-20.39585410737,-680.3324621118387,0.0,0.0,0.45086443214489075,0.027110990417919412,0.007847930055153638
-20.3627439546,-679.228026296779,0.0,0.0,0.4261625198002517,0.02579092463959886,0.007758664756772817
-20.32963380183,-678.1235904817192,0.0,0.0,0.40411038334189603,0.024614970397041788,0.00766907558053622
-20.29652364905,-677.0191546663259,0.0,0.0,0.38452683996502207,0.02357665276863559,0.007581838757779663
-20.26341349628,-675.9147188512661,0.0,0.0,0.3690973701186812,0.02278660936712826,0.007499298878263059
-20.23030334351,-674.8102830362063,0.0,0.0,0.3560918306507921,0.022138670888945413,0.007423257048154571
-20.19719319074,-673.7058472211465,0.0,0.0,0.3450332173242684,0.02160519361156865,0.007353532844798572
-20.16408303797,-672.6014114060869,0.0,0.0,0.33600328197817203,0.021193896106103054,0.007288920918337562
-20.1309728852,-671.4969755910271,0.0,0.0,0.32889584476933936,0.020900413912802573,0.0072261363403755335
-20.097862732419998,-670.3925397756337,0.0,0.0,0.32387258018837667,0.02073742441678762,0.007161436344741372
-20.064752579649998,-669.288103960574,0.0,0.0,0.32158039797883986,0.02075091608033776,0.007091564582605369
-20.031642426879998,-668.1836681455142,0.0,0.0,0.3208521620391029,0.020867041538044317,0.007014054217338195
-19.998532274109998,-667.0792323304544,0.0,0.0,0.3218662020687411,0.021100500808223996,0.006929306027613748
-19.965422121339998,-665.9747965153947,0.0,0.0,0.32421586472638303,0.02142629720753718,0.006838948154771689
-19.93231196856,-664.8703607000015,0.0,0.0,0.32764804464764963,0.021829305839646734,0.006746574569592727
-19.89920181579,-663.7659248849417,0.0,0.0,0.33219022990116215,0.022313312720672156,0.006656009838156169
-19.86609166302,-662.6614890698819,0.0,0.0,0.3377858742358072,0.022876233104526442,0.006569771875202391
-19.83298151025,-661.5570532548221,0.0,0.0,0.34449238882375705,0.023523930781069045,0.00648944775508504
-19.79987135748,-660.4526174397624,0.0,0.0,0.35229362728139424,0.024257003795022977,0.006414076879879194
-19.76676120471,-659.3481816247026,0.0,0.0,0.3616135442888853,0.02510773071686637,0.006341842415933986
-19.73365105193,-658.2437458093093,0.0,0.0,0.3725711124649211,0.026087379644483412,0.006270163054771296
-19.70054089916,-657.1393099942495,0.0,0.0,0.38494099726452324,0.027182420315782545,0.006196316482992007
-19.66743074639,-656.0348741791897,0.0,0.0,0.3976777363060848,0.02831859872888831,0.006117945402488918
-19.63432059362,-654.9304383641299,0.0,0.0,0.41139183799313034,0.02954189441499949,0.006033124165753653
-19.60121044085,-653.8260025490702,0.0,0.0,0.4267756740644631,0.03090571720073214,0.00594142338926752
-19.56810028808,-652.7215667340105,0.0,0.0,0.44263788345073213,0.032323662577684945,0.00584363780562447
-19.5349901353,-651.6171309186171,0.0,0.0,0.4591396321476474,0.0338088914552696,0.005743987151897461
-19.50187998253,-650.5126951035573,0.0,0.0,0.47459403872815975,0.03523421846080498,0.005647202504887947
-19.46876982976,-649.4082592884976,0.0,0.0,0.4891854541785086,0.0366123987829242,0.00555629104363231
-19.43565967699,-648.3038234734378,0.0,0.0,0.5021082320805875,0.03787992742410708,0.005472195497938274
-19.40254952422,-647.199387658378,0.0,0.0,0.5154315051756145,0.03919572404097815,0.005389122628843221
-19.36943937144,-646.0949518429846,0.0,0.0,0.5283331541826558,0.04049621852530958,0.0053010380279056414
-19.33632921867,-644.990516027925,0.0,0.0,0.540728500971298,0.04177426052868443,0.005208260750345238
-19.3032190659,-643.8860802128652,0.0,0.0,0.5523634605169945,0.043009446324457495,0.005112617884851141
-19.27010891313,-642.7816443978054,0.0,0.0,0.5617464491041076,0.04408038596099469,0.005015415475479267
-19.23699876036,-641.6772085827456,0.0,0.0,0.5679336876836523,0.04490672456887198,0.0049170675663095945
-19.20388860759,-640.5727727676858,0.0,0.0,0.5732655847024251,0.04567436308853704,0.004814842040078061
-19.170778454809998,-639.4683369522925,0.0,0.0,0.5765423006206405,0.04628277043512839,0.004708745198124678
-19.137668302039998,-638.3639011372328,0.0,0.0,0.5783044675327609,0.046773132513966864,0.004613310324748649
-19.104558149269998,-637.259465322173,0.0,0.0,0.580190135563304,0.04728034083098593,0.004541256042058861
-19.071447996499998,-636.1550295071132,0.0,0.0,0.5839509527253272,0.047953519132162475,0.004482020123182306
-19.038337843729998,-635.0505936920534,0.0,0.0,0.5882706215382317,0.048684550470531836,0.004422465797440604
-19.005227690959998,-633.9461578769937,0.0,0.0,0.5934049441123389,0.0494965126291867,0.0043638530172783905
-18.97211753818,-632.8417220616004,0.0,0.0,0.599371016887417,0.050392971945252885,0.004333190528060034
-18.93900738541,-631.7372862465407,0.0,0.0,0.6050560768640987,0.05127811665060819,0.004446821987442284
-18.90589723264,-630.632850431481,0.0,0.0,0.61306518179823,0.05238123537370771,0.0047262796449099136
-18.87278707987,-629.5284146164212,0.0,0.0,0.6241047218039639,0.053769694273188555,0.004709259088665951
-18.8396769271,-628.4239788013614,0.0,0.0,0.6367650754662987,0.05532360346742635,0.004262478969491142
-18.80656677433,-627.3195429863016,0.0,0.0,0.6512683431265324,0.057066424321284434,0.005116193298491624
-18.77345662155,-626.2151071709083,0.0,0.0,0.6660226012310551,0.05885687665338841,0.008882337228848045
-18.74034646878,-625.1106713558486,0.0,0.0,0.678916796934684,0.06050174048143513,0.014656428364105883
-18.70723631601,-624.0062355407888,0.0,0.0,0.6928453169376805,0.06226503173003846,0.02112221603550522
-18.67412616324,-622.901799725729,0.0,0.0,0.711931850453786,0.06453550879097464,0.027966587249612904
-18.64101601047,-621.7973639106692,0.0,0.0,0.7400540322804529,0.06769081351220325,0.035255489261255046
-18.60790585769,-620.6929280952759,0.0,0.0,0.7668208114087731,0.07075999880761442,0.04356447675371474
-18.57479570492,-619.5884922802161,0.0,0.0,0.7890363045487375,0.07343225287957442,0.05323555425435551
-18.54168555215,-618.4840564651564,0.0,0.0,0.8091782400780425,0.07593442640823489,0.06310111921145141
-18.50857539938,-617.3796206500966,0.0,0.0,0.8269541737908901,0.07822967210511808,0.07211511422986046
-18.47546524661,-616.2751848350368,0.0,0.0,0.8520069801585933,0.08125915283217118,0.08136262138939399
-18.44235509384,-615.170749019977,0.0,0.0,0.8846530715275126,0.08506501744977234,0.09244233056375324
-18.40924494106,-614.0663132045837,0.0,0.0,0.906008362899808,0.08776628110942009,0.10675438573605085
-18.37613478829,-612.9618773895239,0.0,0.0,0.9202689076713517,0.08975043882599398,0.12488667565107048
-18.34302463552,-611.8574415744642,0.0,0.0,0.9418573741538148,0.09246192685279771,0.1442632020906324
-18.30991448275,-610.7530057594045,0.0,0.0,0.969176090686564,0.09574262831145837,0.16237380477157465
-18.27680432998,-609.6485699443447,0.0,0.0,0.9925765572690917,0.09857060088087827,0.18041782163962766
-18.24369417721,-608.5441341292849,0.0,0.0,1.026090639402916,0.10237556476448854,0.20021595623669766
-18.21058402443,-607.4396983138915,0.0,0.0,1.0763611811962461,0.10788731498006988,0.2221752076290947
-18.17747387166,-606.3352624988318,0.0,0.0,1.1496362327292786,0.11578703524857704,0.24612473799854087
-18.14436371889,-605.2308266837721,0.0,0.0,1.234723948314301,0.1248929646031255,0.2710018902915876
-18.11125356612,-604.1263908687123,0.0,0.0,1.3278743667126816,0.1348351078671402,0.29727665142095405
-18.07814341335,-603.0219550536525,0.0,0.0,1.4334003130252422,0.1460820843276022,0.33262479498839664
-18.04503326057,-601.9175192382593,0.0,0.0,1.5567200120501423,0.1592720459243288,0.3828537699507324
-18.0119231078,-600.8130834231995,0.0,0.0,1.687781839135539,0.1733568521297128,0.4382529159027116
-17.97881295503,-599.7086476081397,0.0,0.0,1.8396538957642723,0.18978631611358,0.48612749832739477
-17.94570280226,-598.60421179308,0.0,0.0,2.0156089393770564,0.20897172431999572,0.5184099599395449
-17.91259264949,-597.4997759780202,0.0,0.0,2.18910317921142,0.22790694079377002,0.5398283100677256
-17.87948249672,-596.3953401629605,0.0,0.0,2.3721159031510854,0.24803900262425682,0.602633168793686
-17.84637234394,-595.2909043475671,0.0,0.0,2.5630106942981077,0.2693802690882194,0.7514476820109401
-17.81326219117,-594.1864685325073,0.0,0.0,2.771139883373221,0.29269639455544616,0.9474621310165803
-17.7801520384,-593.0820327174475,0.0,0.0,2.9977132574530754,0.31818111391960946,1.1231423504756983
-17.74704188563,-591.9775969023879,0.0,0.0,3.1805951356873754,0.33976800348758707,1.183674985686734
-17.71393173286,-590.8731610873281,0.0,0.0,3.3168712230633077,0.3566719343218355,1.074931901560114
-17.68082158009,-589.7687252722683,0.0,0.0,3.465238040750719,0.37454928830698875,0.9416023719134933
-17.64771142731,-588.6642894568749,0.0,0.0,3.530075707088349,0.3839252804174032,0.9443154440561613
-17.61460127454,-587.5598536418152,0.0,0.0,3.4657218197582997,0.3801913079378896,1.0927425795625032
-17.58149112177,-586.4554178267554,0.0,0.0,3.416808417098133,0.37830774751111906,1.3235379949066914
-17.548380969,-585.3509820116957,0.0,0.0,3.3581130733377447,0.37529356605837577,1.4341324638856296
-17.51527081623,-584.2465461966359,0.0,0.0,3.2122053244570097,0.3628938214150994,1.2661725253233458
