frequency_cm,intensity_raman_unpolarized
-645.694,0.0055939818083815
-645.521,0.0059613764398176
-645.348,0.0078296994521203
-645.175,0.0066517279516384
-645.003,0.0064163154912773
-644.83,0.0071439665934933
-644.657,0.0069830125593159
-644.484,0.007428084712836
-644.312,0.0066597053140856
-644.139,0.0068651667157821
-643.965,0.0068697149916724
-643.792,0.0071530639061096
-643.62,0.0082496488104084
-643.447,0.0067080617494751
-643.274,0.0059826501671793
-643.102,0.0078465641365271
-642.929,0.0058240060302256
-642.756,0.006150741981595
-642.583,0.0085816333869416
-642.411,0.0072047086734492
-642.238,0.0069654479060535
-642.065,0.0053425442458226
-641.893,0.008058323736253
-641.72,0.0077772847190395
-641.548,0.006890149517243
-641.375,0.0066879072114467
-641.202,0.006971886097854
-641.03,0.0078635695755408
-640.857,0.0079467753299129
-640.684,0.0075433414324396
-640.512,0.0073041506619295
-640.339,0.0086433554232953
-640.166,0.0060904191221168
-639.994,0.0063331793533729
-639.821,0.0070632099692802
-639.649,0.0062989592455246
-639.476,0.0067045626660326
-639.303,0.0074359928392333
-639.131,0.0083290054969102
-638.958,0.0081250847875318
-638.787,0.0076439726071388
-638.614,0.0082933862121863
-638.442,0.0054962201255727
-638.269,0.0067529191014221
-638.096,0.0073246544235499
-637.924,0.0086704373704875
-637.751,0.0076921190518716
-637.579,0.0088340505254806
-637.406,0.0073306026371515
-637.234,0.0075744824381587
-637.061,0.0076597880990978
-636.889,0.0075789614779992
-636.717,0.0070518727563259
-636.545,0.0066515179609817
-636.372,0.0081115084350751
-636.2,0.0089226452792055
-636.027,0.0060881099857289
-635.855,0.0076275971400952
-635.682,0.0081127676181795
-635.51,0.0082388715725385
-635.338,0.0080380292044536
-635.166,0.0071896631472313
-634.993,0.0076386543655073
-634.821,0.0080418082754384
-634.648,0.0086500036057526
-634.476,0.0058187574050618
-634.303,0.0088602232739961
-634.132,0.0084970976917437
-633.959,0.0080110872510326
-633.787,0.008254617067612
-633.615,0.0071597120885668
-633.442,0.0075313750083509
-633.27,0.0067595672838793
-633.098,0.0070021871409464
-632.926,0.0077745548405025
-632.753,0.0064389891563503
-632.581,0.0082651843148251
-632.409,0.0083474801096849
-632.237,0.0080246636034893
-632.065,0.0088774379428307
-631.892,0.0078236812416332
-631.72,0.0089292934616627
-631.548,0.0068950477775611
-631.376,0.008559379703182
-631.204,0.0071825249865752
-631.032,0.0080351600929811
-630.859,0.0076742736502311
-630.688,0.0070256307717605
-630.516,0.0075130403893472
-630.343,0.008323477264622
-630.171,0.0067076417681617
-630.0,0.0099493900300964
-629.827,0.0103582121660868
-629.655,0.0091809406344605
-629.482,0.0070760855920455
-629.311,0.0065502568143124
-629.139,0.0073258443706045
-628.967,0.0078107348611466
-628.795,0.0072860952696323
-628.623,0.0076935882256327
-628.451,0.0072865852478313
-628.278,0.0078135339757335
-628.107,0.0074571265728239
-627.935,0.0073343817081363
-627.763,0.0089965437303047
-627.591,0.0071739176521578
-627.419,0.0066489988339371
-627.247,0.010019440174161
-627.076,0.0079499944258132
-626.903,0.0096918638797469
-626.731,0.0081554558275097
-626.56,0.0069410250796771
-626.388,0.0074726620772407
-626.215,0.0092134115810054
-626.044,0.0074317237900496
-625.872,0.0080818366031171
-625.7,0.0077964585398342
-625.529,0.0083276763169201
-625.356,0.0084965377166592
-625.184,0.0084117220339191
-625.013,0.0073185662161772
-624.841,0.0080478964828111
-624.668,0.0078910015071607
-624.497,0.007850483201283
-624.325,0.0072837161363589
-624.154,0.0072472568890082
-623.982,0.0089922054450711
-623.81,0.008954696244437
-623.638,0.0087899631392748
-623.466,0.0073758099735263
-623.295,0.0098463797221238
-623.123,0.009280871840304
-622.951,0.0072578233753856
-622.78,0.0067754520118882
-622.608,0.0098547070689988
-622.437,0.0092869608085124
-622.264,0.007826970334419
-622.092,0.0074248656169357
-621.921,0.0078351576875229
-621.749,0.0095787063058745
-621.578,0.0099873892089295
-621.406,0.00775636021527
-621.235,0.0086117944362628
-621.063,0.0092181698475523
-620.892,0.0060622172247556
-620.72,0.009508446931989
-620.549,0.0096290218932241
-620.376,0.0094277603046615
-620.204,0.0098757708057038
-620.033,0.0094742968210263
-619.861,0.0097164266998944
-619.69,0.0102039770720879
-619.518,0.0090292246675062
-619.347,0.0089530163191834
-619.175,0.0089932546375188
-619.004,0.0094794750688866
-618.832,0.0097250347951474
-618.661,0.0098884371986481
-618.489,0.008961413662944
-618.318,0.0088773679459451
-618.146,0.0083523791308388
-617.975,0.0086389463803405
-617.804,0.0095708689371984
-617.632,0.0106297346502064
-617.461,0.0079560126363003
-617.289,0.0090907367132033
-617.118,0.008805918625005
-616.946,0.0094167730761349
-616.775,0.0101491824448979
-616.603,0.0078424358419502
-616.432,0.0093829729496001
-616.26,0.0094660387102011
-616.089,0.0105594745154852
-615.918,0.0094652695052956
-615.746,0.0095500844272
-615.575,0.011296292927203
-615.403,0.0102836837430176
-615.233,0.0105683618374447
-615.062,0.0093125028242221
-614.89,0.0100037646759731
-614.719,0.0105335817545119
-614.547,0.0093632383928851
-614.376,0.0095637307765422
-614.205,0.0102918018600716
-614.033,0.0100120920228481
-613.862,0.0108647271292541
-613.69,0.010421964112122
-613.52,0.010218182635679
-613.349,0.0089250944093645
-613.177,0.0107105612713051
-613.006,0.0084398539343946
-612.835,0.0095351788947533
-612.663,0.009699981996801
-612.492,0.0109564002242724
-612.32,0.0108418434735244
-612.15,0.0103537338870821
-611.979,0.0115301654560816
-611.807,0.0103950921555865
-611.636,0.0108414934890966
-611.465,0.0119023183540647
-611.294,0.0094738768397129
-611.123,0.009349032829294
-610.952,0.0112159562843033
-610.781,0.0095565226190005
-610.609,0.0095155843318094
-610.439,0.0110226712973522
-610.268,0.0107764123630714
-610.096,0.011104757862391
-609.925,0.0115892983685052
-609.754,0.0126003676212083
-609.583,0.0127289207057263
-609.412,0.0117977688754453
-609.241,0.0133382352253739
-609.07,0.0123660051141307
-608.899,0.0115947573647436
-608.728,0.0115584373503284
-608.557,0.0113200157847237
-608.386,0.0117260395669629
-608.215,0.0113617940345416
-608.044,0.0118911218957172
-607.873,0.0107152495409665
-607.703,0.0087290810655478
-607.531,0.0117301678615398
-607.36,0.0112060890059458
-607.189,0.0108034943102635
-607.019,0.0108886599774315
-606.847,0.0127163243096675
-606.676,0.011456337001868
-606.506,0.0120235940449912
-606.335,0.0115799210683467
-606.164,0.0117026659330343
-605.993,0.0104905443215897
-605.822,0.0094391667536656
-605.651,0.0108171406596058
-605.481,0.0105751500136731
-605.31,0.0113899959319027
-605.138,0.0104577241514527
-604.968,0.0119988912310726
-604.797,0.0111469560935222
-604.626,0.0130550278263792
-604.456,0.010176754370289
-604.285,0.0096554746292818
-604.114,0.0110776759151989
-603.943,0.0109135027851213
-603.772,0.0099394527548534
-603.602,0.0116848212922296
-603.431,0.0099048126656917
-603.261,0.0092578489516389
-603.09,0.0110824341817459
-602.918,0.0105160870981351
-602.748,0.0110039866939207
-602.577,0.011695387778607
-602.407,0.0106438702169119
-602.236,0.0097936850015007
-602.066,0.0109747356041118
-601.895,0.0121494172509722
-601.724,0.011054512271927
-601.553,0.0093940294141764
-601.382,0.0123935778003574
-601.212,0.01409590738314
-601.041,0.0110191022170241
-600.871,0.0097655531010251
-600.7,0.0113884560004203
-600.53,0.0098083805432907
-600.359,0.0110251204275112
-600.189,0.0103749376175582
-600.018,0.0121252044152525
-599.848,0.0101001268014885
-599.677,0.0095729680829296
-599.507,0.0101810234194727
-599.336,0.0091281059200663
-599.165,0.0113601148701237
-598.994,0.0104720697088149
-598.824,0.0122946957869617
-598.653,0.0112096580862739
-598.483,0.0107189586150657
-598.312,0.0097064201886015
-598.142,0.0098284650844335
-597.971,0.0106827793552573
-597.801,0.0109269391438068
-597.631,0.0116561994135551
-597.46,0.0107279159339108
-597.29,0.0104872552288038
-597.119,0.0112577337732854
-596.949,0.0103279111229944
-596.778,0.0090337729433965
-596.608,0.0096800374494293
-596.438,0.0098848688791558
-596.267,0.0084674958566713
-596.097,0.0099696838010602
-595.926,0.0100171302769373
-595.756,0.0092041042777324
-595.586,0.0108653563403885
-595.415,0.0094503632120131
-595.245,0.0097732504759301
-595.076,0.0097375611943207
-594.905,0.0119663502876421
-594.735,0.0110416358883259
-594.564,0.0100653467185557
-594.394,0.0103081765662795
-594.224,0.0093355964706085
-594.053,0.0096612128522267
-593.883,0.0101926398591336
-593.713,0.0109244900136478
-593.542,0.0099917974910486
-593.372,0.0112112672538062
-593.202,0.0101559706211263
-593.031,0.0091444113902243
-592.861,0.0097557558195532
-592.692,0.0089877264052306
-592.522,0.0082588861167958
-592.351,0.0099223080829043
-592.181,0.0087073873568728
-592.011,0.0077770747283828
-591.84,0.0092388843606652
-591.67,0.0104560442261991
-591.5,0.0074555166444559
-591.331,0.0097283238879333
-591.16,0.0089607144549241
-590.99,0.0082746316118692
-590.82,0.0082753315807249
-590.65,0.009289479935557
-590.479,0.0080748391970677
-590.309,0.0094136939740058
-590.14,0.0105915254807167
-589.97,0.0112007700034786
-589.799,0.0100260183597326
-589.629,0.0071105856874361
-589.459,0.0095030579326362
-589.289,0.0088961925431477
-589.12,0.0090590357323996
-588.949,0.0082495788135228
-588.779,0.0069569105685217
-588.609,0.0080119972105449
-588.439,0.0085795334803746
-588.27,0.0085384559602481
-588.099,0.0079728080846573
-587.929,0.0101228004665615
-587.759,0.0089092089205199
-587.59,0.0086278899157641
-587.42,0.0080647619280536
-587.25,0.0096031298930866
-587.079,0.0085952789754481
-586.909,0.0087131955767032
-586.74,0.0075430614448973
-586.57,0.0081087093204882
-586.4,0.0084364248478377
-586.23,0.0098147487382057
-586.061,0.0072262631491888
-585.891,0.0092097025069061
-585.72,0.0081171766611344
-585.55,0.0070627899879668
-585.381,0.0072694405758822
-585.211,0.0086503535901804
-585.041,0.0095429470273795
-584.872,0.0073535562897667
-584.702,0.0074375320098801
-584.532,0.0079255016025513
-584.362,0.0068296866639937
-584.193,0.0068401139174357
-584.023,0.0085386651900691
-583.852,0.0078951305625733
-583.683,0.0074843485137871
-583.513,0.0080560845967507
-583.343,0.0070451545769831
-583.174,0.0073690917941835
-583.004,0.0064774083164967
-582.834,0.0069285686773894
-582.665,0.0085491624403967
-582.495,0.0067287055048667
-582.325,0.0070141535650351
-582.156,0.0076644771295949
-581.986,0.0084747740110986
-581.816,0.0077896711244416
-581.647,0.0064525655088069
-581.477,0.0077926102327996
-581.307,0.0062938509945498
-581.138,0.0077933094408195
-580.968,0.0075091213245913
-580.799,0.0064588637068363
-580.629,0.0087309002237368
-580.459,0.0075991852520774
-580.29,0.007436412059711
-580.12,0.0071948421559274
-579.951,0.0052924386491297
-579.781,0.0072375996013074
-579.611,0.0073600644784528
-579.443,0.0067973557112199
-579.273,0.0066737016478557
-579.104,0.0077324273670925
-578.934,0.0076505507927104
-578.764,0.0072489360534261
-578.595,0.0071258419651463
-578.425,0.005993637015288
-578.256,0.0057931446316308
-578.086,0.0089568653870538
-577.917,0.0071755275805258
-577.747,0.0068517303570965
-577.579,0.0068939285882278
-577.409,0.0079896735298998
-577.239,0.0075858196511131
-577.07,0.0062481540603939
-576.9,0.0066562769883643
-576.731,0.0066579561527822
-576.561,0.0074702129470816
-576.392,0.0074722420959273
-576.223,0.0071501947946371
-576.054,0.0073121280243767
-575.884,0.0068257675992378
-575.715,0.0080423682505229
-575.545,0.0068727940938015
-575.376,0.0065916850797024
-575.207,0.007158382147741
-575.038,0.0069557906183527
-574.868,0.0068768531523286
-574.699,0.0059058822241898
-574.529,0.0068019747448315
-574.36,0.0064783875120589
-574.191,0.0059119704315625
-574.022,0.0063582321517193
-573.853,0.006359562092545
-573.683,0.0059143499452539
-573.515,0.00619951801788
-573.345,0.0079040178845329
-573.176,0.007340469915509
-573.006,0.0057610940468172
-572.838,0.0064537546950258
-572.668,0.0064508855835534
-572.499,0.0056413582873731
-572.33,0.0075498496211257
-572.16,0.0071037282751579
-571.992,0.0067019735421024
-571.822,0.0079203233546909
-571.653,0.0071906431036292
-571.485,0.0062587209271892
-571.315,0.0069513815753978
-571.146,0.0079661599022001
-570.976,0.0056972724843143
-570.808,0.0074008627718727
-570.639,0.0068742640283984
-570.469,0.0059437414092518
-570.301,0.0053412146854147
-570.131,0.0078961105189712
-569.962,0.0065161767002353
-569.794,0.0068403239080924
-569.624,0.007451388349879
-569.455,0.0056322609747569
-569.287,0.0062007775814023
-569.117,0.005429109470284
-568.948,0.0070535526815794
-568.78,0.0064086181163723
-568.61,0.0069755251750676
-568.441,0.0056780279057983
-568.273,0.0065323421766221
-568.103,0.0067783218841963
-567.934,0.0071016983654765
-567.766,0.005847589274393
-567.596,0.007958322533524
-567.428,0.0049570249860395
-567.259,0.0054844633117228
-567.089,0.0054076253718478
-566.921,0.0060615876332034
-566.752,0.0063449361672227
-566.584,0.0054919514568068
-566.414,0.0065060301951712
-566.245,0.0059004939856728
-566.077,0.005579846241676
-565.907,0.0055024483267165
-565.739,0.0057055998311894
-565.57,0.0072452269793268
-565.402,0.0041258739780698
-565.232,0.0057862868389348
-565.064,0.0049420494567073
-564.895,0.0057132275896266
-564.727,0.0059162394807463
-564.557,0.0056321909778713
-564.388,0.0053913902789932
-564.22,0.0059609564585042
-564.051,0.0061659974984695
-563.883,0.0067734228630425
-563.713,0.0061674670526485
-563.545,0.0065744704108678
-563.376,0.0064174354414463
-563.208,0.0076310962235377
-563.038,0.0044733940590198
-562.87,0.0065426994331786
-562.701,0.0056893647383348
-562.533,0.0076364852228905
-562.364,0.0052066433904095
-562.196,0.0065459885259644
-562.026,0.0066321333886945
-561.858,0.0069150623218183
-561.69,0.0043234972502545
-561.521,0.0063095264927377
-561.353,0.0058638243672476
-561.183,0.0072031695028025
-561.015,0.0048967025069792
-560.846,0.0074533475018391
-560.678,0.0052633971695596
-560.51,0.0053845321058793
-560.341,0.0054683682126393
-560.173,0.0055082565465469
-560.003,0.0053482124718819
-559.835,0.0053926498425155
-559.666,0.0043005439780571
-559.498,0.0068952577682178
-559.33,0.0062465445124438
-559.161,0.0047873240040916
-558.993,0.0049556254287461
-558.825,0.0059699137773494
-558.656,0.0063775467271209
-558.487,0.0067425618448656
-558.318,0.0066634143881848
-558.15,0.0062990992392957
-557.982,0.0058569665745515
-557.813,0.006343256622387
-557.645,0.0072016995682056
-557.477,0.0049679418372626
-557.308,0.0047678694349189
-557.14,0.0057425494371568
-556.972,0.0061942693927162
-556.803,0.0058652939214266
-556.635,0.0062706873512779
-556.467,0.0054236508544635
-556.298,0.0055471653044745
-556.13,0.0046201417687704
-555.962,0.0053877512017795
-555.794,0.0055511543661159
-555.624,0.0055540234775884
-555.456,0.0055951717554361
-555.288,0.0062017571573824
-555.119,0.0070572609948429
-554.951,0.0069802834416146
-554.783,0.0058053214267941
-554.615,0.0058451397638161
-554.446,0.0055634707746325
-554.278,0.0051188186024258
-554.11,0.0048755683929708
-553.942,0.0060520003423882
-553.773,0.0046392463535152
-553.605,0.0058166578789127
-553.438,0.0058957353387079
-553.27,0.0043145399314093
-553.102,0.0065076393627035
-552.933,0.0058599056829095
-552.765,0.0082935262059574
-552.597,0.0071610412685568
-552.429,0.0070830837589306
-552.26,0.0068380840077543
-552.092,0.0055025883204876
-551.924,0.0051804710223119
-551.756,0.0057902755201584
-551.588,0.00461531312492
-551.419,0.00567123972957
-551.251,0.0057167966699547
-551.083,0.0062469641133393
-550.915,0.0051922274557439
-550.747,0.0049877463908631
-550.58,0.006205886212795
-550.412,0.0063312202014128
-550.243,0.0074266155390748
-550.075,0.008520400567951
-549.907,0.0062123244045955
-549.739,0.0054029367217685
-549.571,0.0073922554374554
-549.403,0.0054051762416887
-549.235,0.0058128091914602
-549.068,0.0059365336321279
-548.899,0.0066250652249239
-548.731,0.0059413622759783
-548.563,0.0054151835138173
-548.395,0.005780548235572
-548.227,0.0043617060393264
-548.059,0.0060243584201116
-547.892,0.006150741981595
-547.724,0.0064374492248678
-547.556,0.0045721356982266
-547.388,0.004413491180855
-547.22,0.0058732716642917
-547.052,0.0055073469674524
-546.885,0.005305595020273
-546.716,0.0053895707403863
-546.548,0.0049893559388133
-546.38,0.0065287030994085
-546.212,0.0068928786349443
-546.045,0.0048696201793692
-545.877,0.0054383467766714
-545.709,0.0045885811621557
-545.541,0.0063725080926138
-545.373,0.0048769679502642
-545.206,0.0062178526368837
-545.038,0.004999852808723
-544.87,0.0064198145747198
-544.702,0.0060988868431808
-544.535,0.0041528163119086
-544.367,0.0059002839950161
-544.199,0.0051707437377255
-544.031,0.0063072169759319
-543.864,0.0055774667279847
-543.696,0.00728252695014
-543.528,0.0051355436734794
-543.36,0.0045705261502764
-543.193,0.0055438762116886
-543.026,0.0079779863325176
-542.858,0.0060321961692055
-542.691,0.0062011975627157
-542.523,0.0057550058394445
-542.355,0.0061609588639624
-542.187,0.0064838465082972
-542.02,0.0066476688931113
-541.852,0.0046291694649189
-541.684,0.0067760819838583
-541.517,0.0072547442732565
-541.349,0.0064780375276311
-541.181,0.0074385819631635
-541.015,0.0058049714423662
-540.847,0.0076140915453598
-540.679,0.0052918786740452
-540.512,0.0051577973572389
-540.344,0.0055330293573511
-540.176,0.0059709637306328
-540.009,0.0060902795087635
-539.841,0.0051630459824027
-539.673,0.0065259039848216
-539.507,0.0039632407794746
-539.339,0.0057562654029668
-539.171,0.0059423418519583
-539.004,0.0064098772994768
-538.836,0.0065764295628279
-538.669,0.0057631231956628
-538.502,0.0065037902948332
-538.334,0.0058107796621967
-538.167,0.0059583673345741
-537.999,0.0077420146579078
-537.831,0.0070789554643537
-537.665,0.0052519903401376
-537.497,0.0067274463217622
-537.33,0.0056850256922655
-537.162,0.0045472228936512
-536.995,0.0058927962303499
-536.828,0.0075205285344312
-536.66,0.0052190997926972
-536.493,0.0060918886762958
-536.325,0.0062443749894091
-536.159,0.0060947581681861
-535.991,0.0064017599432584
-535.824,0.0077086337518505
-535.656,0.0069937198003002
-535.49,0.0058174978415395
-535.322,0.0059427618332717
-535.154,0.0064291218779928
-534.987,0.0060561990142685
-534.82,0.006613448785263
-534.653,0.0067102308920919
-534.485,0.006578388714788
-534.318,0.0065565550123418
-534.151,0.0056829265465343
-533.984,0.0062634095772684
-533.816,0.0072864452540602
-533.65,0.0063342293066563
-533.482,0.0071835749398586
-533.315,0.0060510207664081
-533.148,0.0068041438874483
-532.981,0.0063671198540967
-532.813,0.0062189722066348
-532.647,0.0069814733886692
-532.479,0.0059996552257751
-532.312,0.006957399785885
-532.146,0.0065791586805292
-531.978,0.0072869352322591
-531.811,0.0064553646233938
-531.644,0.0064711101184673
-531.477,0.0075066721944323
-531.309,0.0057130175989699
-531.143,0.0069589397173674
-530.975,0.0071522939403683
-530.809,0.0063923126462143
-530.642,0.0063725780894994
-530.474,0.0049400899243293
-530.308,0.0071965913172308
-530.14,0.0058592057140539
-529.974,0.0063518639568043
-529.806,0.0062006375876312
-529.639,0.0070109344691348
-529.473,0.006888539588875
-529.305,0.0080765183614856
-529.139,0.0079101060919056
-528.972,0.0071789566670828
-528.805,0.0063310802076416
-528.638,0.005806161009003
-528.47,0.005993637015288
-528.304,0.0070804946350004
-528.137,0.0070429154374807
-527.97,0.0066695725924431
-527.803,0.0073039406712728
-527.637,0.0070107244784781
-527.469,0.0070346580874912
-527.303,0.0064105072714469
